id_fragmentu,id_tekstu,ocena,od,do,id_anotatora,id_mniejszosci,negatywne_emocje,wezw_ddzial,typ_ramki,ironia_sarkazm,temat,id_projektu,tekst,id_maszynowy
5880,40798,0,,,5,71,0,0,2,0,"5",2," Dlatego wykorzystał siłę tej religii przeciwko <font color=\"blue\"> Żydom</font>",154965
5881,59250,0,,,3,77,0,0,1,0,"3",2," Przecież wiedział to uroczystość historyczna i obecni dowódcy nie <s> sa</s> tam potrzebni Wiedział <font color=\"blue\"> Rosjanie</font> <s> czychają</s> na tajemnice dowódców z <s> NATO</s>",58613
5882,40798,0,,,5,71,0,0,2,0,"10",2," <s> Gdyby</s> odciął się od <font color=\"blue\"> Żydów</font> nic by <font color=\"brown\"> nie zyskał</font>",154966
5883,59250,0,,,3,77,0,0,1,0,"3",2," Wiedział utrata grozi odszyfrowaniem rozmów Polski z <s> NATO</s> rejestrowanych przez <font color=\"blue\"> Rosjan</font>",58614
5884,97,0,,,6,71,0,0,1,0,"4",2," pierwszy to wspomniane przez Ciebie wzgledy higieniczne drugi moze byc religijny patrz <font color=\"blue\"> Żydzi</font> a trzeci to <s> tzw</s> stulejka takie nazwijmy to schorzenie",77299
5885,40962,0,,,5,31,0,0,2,0,"11",2," <s> Z</s> tym jakoś o protestach <s> AI</s> <s> kiedy</s> mąż <font color=\"blue\"> muzułmanin</font> bił za czytanie Biblii też nie słyszałem",139227
5886,40962,2,,,5,51,2,0,2,0,"4",2," Stwierdzam chłodno fakt jak ktoś zaatakuje <font color=\"blue\"> pedała</font> to <s> AI</s> zapluje się w obronie praw człowieka bo tak się nie godzi bo mają prawa i tak dalej",139228
5887,39939,0,,,3,77,0,0,1,0,"3",2," Embargo na produkty mięsne i rolne były wprowadzone dwa ograniczenia wwozowe <font color=\"blue\"> Rosjanie</font> wprowadzili w czasie rządów lewicy a nie pisuarów",58652
5888,39939,0,,,3,77,0,0,1,0,"3",2," Wprowadzenie ograniczenia zostało poprzedzone uprzednimi licznymi pismami kierowanymi przez <font color=\"blue\"> Rosjan</font> do Min",58653
5889,39939,0,,,3,77,0,0,1,0,"3",2," Rosyjskie pisma w tej sprawie pozostawały bez reakcji w związku z tym <font color=\"blue\"> Rosjanie</font> praktycznie na pół roku przed wprowadzeniem ograniczenia poinformowali wszystkich zainteresowanych w tym polskie firmy o zamiarze wprowadzenia ograniczenia do czasu uregulowania tego zagadnienia tak by wszyscy mogli zminimalizować swoje straty w okresie obowiązywania ograniczenia",58654
5890,39939,0,,,3,77,0,0,1,0,"3",2," Przy tym pyszczyli na całą Europę lecz po zajęciu się tą sprawą przez <s> UE</s> mieli <font color=\"brown\"> bardzo kiepską</font> minę między innymi na Konferencji w Helsinkach na której <s> UE</s> przyznało rację <font color=\"blue\"> Rosjanom</font>",58655
5891,41106,1,,,5,31,1,0,2,0,"5",2," Jeżeli <font color=\"blue\"> muzułmanie</font> widzą z jakim szacunkiem odnosimy się do własnych symboli religijnych mają prawo z lekceważeniem odnieść się do naszej kultury",158435
5892,39939,0,,,3,77,0,0,1,0,"3",2," tak więc o ile by istniała u pisuarów wola byli w stanie ta sprawę załatwić a nie wzniecać politycznych zadym będąc na z góry przegranej pozycji <font color=\"blue\"> Rosjanie</font> przekazali <s> UE</s> kopie sfałszowanych dokumentów",58656
5893,32330,0,,,3,77,0,0,1,0,"8",2," Dla pelnego <s> bezpieczenstwa</s> lotow <font color=\"blue\"> Rosjanie</font> i Polacy mogliby wycofac ze sluzby nie tylko samoloty ale swoje lotniska i i personel",58824
5894,32330,0,,,3,77,0,0,1,0,"8",2," <font color=\"blue\"> Rosjanie</font> <s> sa</s> chociaz o tyle lepsi ze juz w styczniu wycofali ze sluzby <s> TU</s> <s> 154</s>",58826
5895,32330,0,,,3,77,0,0,1,0,"11",2," Nie mam zaufania do sumiennosci czy rozsadku tego co robia <font color=\"blue\"> Rosjanie</font> czy Polacy",58825
5896,40244,2,,,3,72,2,0,1,0,"11",2," <font color=\"blue\"> Niemcow</font> <font color=\"brown\"> nie lubie</font>",58831
5897,41291,2,,,5,52,2,0,2,0,"13",2," Dwie <font color=\"blue\"> lesby</font> to dwie matki",157803
5898,40244,0,,,3,72,0,0,1,0,"1",2," <font color=\"blue\"> Niemcy</font> ograbili w czasie wojny połowę",58832
5899,41291,2,,,5,51,2,0,2,0,"9",2," Jak <font color=\"blue\"> homoseksualista</font> homoś zapłodnił <font color=\"blue\"> lesbijkę</font> to sprzeniewierzył się swoim ideom",157806
5900,40244,0,,,3,71,0,0,1,0,"1",2," <font color=\"blue\"> Żydom</font> wyrywali nawet złote i srebrne zęby i koronki dentystyczne i wywozili do Rzeszy",58833
5901,41291,2,,,5,52,2,0,2,0,"13",2," lub dziecko którego rodzicami biologicznymi są dwie <font color=\"blue\"> lesby</font> a dziecko będzie poczęte w sposób KLASYCZNY zmienię zdanie",157807
5902,41291,3,,,5,51,3,0,2,0,"13",2," Jak zobaczę jedno dziecko co napisałem wyraźnie ale postępowy umysł czytać nie umie którego rodzicami biologicznymi są dwa <font color=\"blue\"> pedały</font>",157808
5903,41593,2,,,5,71,2,0,2,0,"11",2," naoczne symbole kolaboracji <font color=\"blue\"> zydow</font> i planowanego <s> ludobojstaw</s> <s> gt</s> a na Polakach otoczone <s> sa</s> dzis przez srodowiska zydowskie specjalna troska",163438
5904,41593,0,,,5,71,0,0,2,0,"10",2," Przyjrzyj sie <s> reszcze</s> <font color=\"blue\"> zydow</font> ktorzy uciekli wtedy do Ameryki Jacob <s> gt</s> <s> Gershovitz</s> znany jako Georg Gershwin glod i nedze znal od podszewki",163434
5905,41839,0,,,5,72,0,0,2,0,"10",2," dajcie spokoj strzelali do naszych rodakow <font color=\"brown\"> bez zadnego zahamowania</font> tak samo jak <font color=\"blue\"> niemcy</font> i",142958
5906,42017,0,,,5,71,0,0,2,0,"11",2," Bycie <font color=\"blue\"> Zydem</font> <font color=\"brown\"> nie jest grzechem</font> wiec byc sie za nazwanie mnie <font color=\"blue\"> Zydem</font> nie obrazil",141650
5907,71852,0,,,3,71,0,0,1,0,"3",2," Elementem realizacji Protokołów miało być dążenie <font color=\"blue\"> Żydów</font> do pozbawienia Kościoła wpływu na szkoły i",58885
5908,71852,0,,,3,71,0,0,1,0,"13",2," wychowanie dzieci oto pod hasłem postępu i równouprawnienia szkoły stają się bezwyznaniowe a chrześcijańskie dzieci uczone są przez nauczycieli <font color=\"blue\"> żydowskich</font>",58886
5909,71852,0,,,3,71,0,0,1,0,"3",2," Pozbawienie zatem praw obywatelskich <font color=\"blue\"> żydów</font> w Polsce jest tylko samoobroną narodu rdzennego opiera się na wskazaniach Kościoła katolickiego i jest koniecznością państwową",58888
5910,42063,0,,,5,77,0,0,2,0,"10",2," Wygadal sie pozno Brzezinski ale duzo wczesniej tak i twierdzili <font color=\"blue\"> Rosjanie</font>",143938
5911,42063,2,,,5,71,2,0,2,0,"1",2," <s> W</s> ten sposob straty w mojej rodzinie ogran <s> gt</s> <s> iczyly</s> sie do <s> 6</s> osob w czasie hitlerowskiej okupacji i <s> 3</s> w czasie terroru <font color=\"blue\"> zydow</font> <s> gt</s> <s> skiej</s> <s> UB</s> <s> ecji</s>",143939
5912,42309,2,,,5,31,2,0,2,0,"3",2," <s> Po</s> prostu codziennie sie coś dzieje a ostatnie co pamiętam to był atak <font color=\"blue\"> islamistów</font> na <s> WTC</s>",134732
5913,42344,0,,,5,77,0,0,2,0,"10",2," <s> Co</s> prawda trudno się spodziewać ich praca mogła mieć jakieś znaczenie dla jednak nawet taka kaleka wersja zbierania dowodów może zostać skutecznie przez <font color=\"blue\"> Rosjan</font> storpedowana",129831
5914,42352,0,,,5,77,0,0,2,0,"10",2," <s> 2</s> <s> m</s> czyli nie <s> 1100m</s> jak podał ten <font color=\"blue\"> Rosjanin</font> w podanym linku",137124
5915,42385,2,,,5,77,2,0,2,0,"9",2," Tam nie bylo pielgrzymek z innego kraju w <s> poszukowaniu</s> <s> relikwji</s> tam <font color=\"brown\"> nie bylo checi</font> cywilizowanych Polakow zmieszac z blotem dzikusow <font color=\"blue\"> Rosjan</font>",160268
5916,42385,0,,,5,77,0,0,2,0,"3",2," <s> A</s> moze to rozpacz zaczela przez ciebie <s> przemowiac</s> poniewaz co raz zaczyna wskazywac na to ze to <s> polace</s> sami <s> sobioe</s> zgotowali ten pochowek na Wawelu i nic nie wskazuje na to ze <font color=\"blue\"> Rosjanie</font> do tego przylozyli reke",160269
5917,42631,0,,,5,72,0,0,2,0,"10",2," jako narodu to francuzow i angoli bo nam <font color=\"brown\"> nie pomogli</font> w <s> 39</s> gdy <font color=\"blue\"> niemcy</font> na nas napadli",159724
5918,42631,2,,,5,72,2,0,2,0,"8",2," <font color=\"blue\"> niemcow</font> bo napadli na nas i",159725
5919,43064,0,,,5,52,0,0,2,0,"11",2," Trzy czwarte krzykaczy jak to zły jest homoseksualizm i jak go trzeba tępić <font color=\"brown\"> bez żadnych oporów</font> ogląda filmiki z <font color=\"blue\"> lesbijkami</font>",154834
5920,43064,0,,,5,51,0,0,2,0,"11",2," Jak dla mnie to zwyczajnie o niepewności seksualnej i strachem samemu może być się <font color=\"blue\"> gejem</font>",154835
5921,37753,0,,,3,71,0,0,1,0,"10",2," <s> dziadek506</s> napisał <s> gt</s> <s> Co</s> będzie dalej ze jest w ręku stwórcy <s> gt</s> a nie <font color=\"blue\"> żydów</font>",58980
5922,37753,0,,,3,71,0,0,1,0,"5",2," Bóg ukarał pychę <font color=\"blue\"> Żydów</font> przez zesłanie Jezusa ale ani oni ani reszta tego <font color=\"brown\"> nie rozumie</font>",58981
5923,37753,0,,,3,71,0,0,1,0,"5",2," Dlatego będzie się pogrążał a ludzie nie mieli wątpliwości <s> JHWH</s> to Bóg to dalej będzie się w mitach <font color=\"blue\"> żydowskich</font> szukać odnośnika do rzeczywistości",58982
5924,114071,2,,,4,13,2,0,1,0,"1",2," Rozumiem cię zatkało i zostało ci juz tylko wciskanie kitu a la <s> A</s> w <s> USA</s> bija <font color=\"blue\"> Murzynów</font> i",88424
5925,51826,0,,,3,51,0,0,1,0,"11",2," <s> I</s> <s> przestańcie</s> drążyć ten temat Michael sam mówił nie jest <font color=\"blue\"> gejem</font> i ja mu wierzę",58986
5926,114071,2,,,4,13,2,0,1,0,"1",2," Rozumiem cię zatkało i zostało ci juz tylko wciskanie kitu a la <s> A</s> w <s> USA</s> bija <font color=\"blue\"> Murzynów</font> i",88424
5927,114071,2,,,4,71,2,0,1,0,"1",2," twój argument to <font color=\"blue\"> Żydzi</font> są ale inni też są a nawet gorsi",88425
5928,114071,3,,,4,71,3,0,1,0,"1",2," Przez dwa dni <font color=\"blue\"> żydowscy</font> kaci mordowali mężczyzn kobiety i dzieci bez względu na wiek",88427
5929,114071,3,,,4,71,3,0,1,0,"1",2," <s> W</s> odwecie za kilku <font color=\"blue\"> Żydzi</font> wymordowali ponad <s> 100</s> Palestyńczyków w meczecie a ich ciała rozkładały się przez <s> 10</s> dni w upale",88430
5930,115987,0,,,3,71,0,0,1,0,"10",2," Jest tu Nie tylko klamstwo obłuda falsz agresja i nienawiść wobec ludzi uznawanych mają pochodzenie <s> mniejszociowe</s> takie pochodzenie w Polsce mają nie tylko Rusini ale i <font color=\"blue\"> Zydzi</font>",59039
5931,115987,0,,,3,75,0,0,1,0,"1",2," <s> Chinczycy</s> <font color=\"blue\"> Czeczeńcy</font> oraz wiele ludzi z innych nacji <s> zamieszkująccych</s> obecnie w Polsce a <s> wasciwie</s> już w Unii Europejskiej Nienawiśc do mojej osoby na tym forum i <font color=\"brown\"> nie ważne</font> kim jestem oraz ile mam lat wynika głownie z faktu piszę prawdę i domagam się tej prawdy nie zaś pół lub prawdy przekazywane w formie nienawiści wobec mniejszosci narodowych min wobec <s> Rusinow</s> za to przypisuje sie im zbrodnie UPA choć ci Rusini byli osiem razy <font color=\"brown\"> bardziej mordowanymi</font> od Polakow na terenach Podkarpacia min rzez <s> AK</s>",59042
5932,71700,3,,,4,77,3,0,2,0,"3",2," Ale słabo Słowa miłości do braci <font color=\"blue\"> Rosjan</font> Rosja zabija i to nie pojedynczo Jarosław Kaczyński złota myśl",88431
5933,115987,0,,,3,72,0,0,1,0,"1",2," <s> Nenawiśc</s> do za to domagają się zwrotu swojego mienia <s> pdobnie</s> ma się z Rusinami ktorzy pozbawieni zostali swojej wlasności bez zamiennika Nienawiśc do <font color=\"blue\"> Niemcow</font> za to też domagają się swoich praw oraz prawa do swojej wlasności za ktorą nie <s> dostalli</s> rekompensaty Nienawiśc do <s> Litwinow</s> bo uznają Polacy zawsze ich gnębili oraz byli wobec nich okupantami a także zbrodniarzami min",59045
5934,7828,0,,,4,71,0,0,2,0,"10",2," na marginesie <s> chloe</s> jest <font color=\"blue\"> żydówką</font>",88437
5935,115987,0,,,3,72,0,0,1,0,"10",2," Tak postrzegani <s> sa</s> Polacy nie tylko tu w Polsce ale za granica gdzie jeden drugiego zamiast wspierac stara się ZNISZCZYĆ oszukać okraść <s> okamać</s> a potem opluć i oszkalować po to aby <s> wkońcu</s> z Polaka stać się już <font color=\"blue\"> Niemcem</font> czy Anglikiem i wypierać sie wraz ze swoimi dziećmi tej polskości znam wiele takich przypadków Teraz tu na forum zaczyna się nienawiśc do ludzi ktorzy uznają pisze prawdę oraz potwierdzają to historycznie tak prawdziwie i dokumentacyjnie min",59046
5936,115987,0,,,3,72,0,0,1,0,"10",2," lecz oczywiście pan jako <s> niby</s> tego nie postrzega Możecie PLUĆ pisać ile chcecie na kogo chcecie ale od <s> Rusinw</s> <s> Ukraińcow</s> <font color=\"blue\"> Niemcow</font> <s> Litwinow</s> <s> itd</s> oraz porządnych i i naprawdę polskich patriotow nie tych sztucznie <s> wytwarzanychi</s> podstawianych jako autorytety POLAKÓW WARA",59047
5937,145769,0,,,3,51,0,0,1,0,"13",2," <s> Re</s> Dzieci <font color=\"blue\"> lesbijek</font> są lepsze prawda czy fałsz",59055
5938,145769,2,,,3,51,2,0,1,0,"13",2," Stąd wniosek związek dwóch <font color=\"blue\"> pederastów</font> wychowa agresywnego zasady <font color=\"brown\"> nieambitnego</font> człowieka i to podwójnie bo tam są oba samce",59056
5939,126029,0,,,4,51,0,0,2,0,"10",2," Nie podoba mi się nadużywanie słowa <font color=\"blue\"> pedał</font> które uważam za <s> obraźl</s> <s> gt</s> iwe i nadające tekstowi homofobiczny ton",88462
5940,96684,3,,,3,72,3,0,1,0,"11",2," Wiem to stereotyp i tylko powiedzenie ale dobry <font color=\"blue\"> niemiec</font>",59097
5941,96684,3,,,3,72,3,0,1,0,"11",2," to martwy <font color=\"blue\"> niemiec</font>",59098
5942,23359,1,,,4,51,1,0,2,0,"11",2," <font color=\"blue\"> Homoseksualiści</font> to biedni ludzie",88475
5943,96684,0,,,3,78,0,0,1,0,"1",2," Podobnie mówi się o <font color=\"blue\"> ukraińcach</font> którzy to czczą Banderę mordującego <s> nigdyś</s> <s> poskich</s> cywilów",59099
5944,96684,0,,,3,72,0,0,1,0,"1",2," Podobnie mówi się o <s> słowakach</s> którzy układali się ze <font color=\"blue\"> szkopami</font> w czasie wojny",59100
5945,23359,0,,,4,51,0,0,1,0,"11",2," i <font color=\"brown\"> bardzo bledne</font> <s> skojazenia</s> <font color=\"blue\"> geja</font> z facetem ktory wyglada jak kobieta <s> sa</s> <font color=\"brown\"> BARDZO bledne</font>",88479
5946,23359,0,,,4,51,0,0,1,0,"11",2," i jestem dumny z tego ze jestem <font color=\"blue\"> gejem</font>",88480
5947,109,0,,,3,71,0,0,1,0,"10",2," <s> On</s> jako <font color=\"blue\"> Zyd</font> mowi w Jidisz albo po lacinie a ja <font color=\"brown\"> nie rozumiem</font> tego jezyka",59167
5948,86376,0,,,3,77,0,0,1,0,"10",2," <font color=\"blue\"> Rosjanie</font> udają to tylko wypadek bo zachowują rozsądek",59194
5949,162263,0,,,3,77,0,0,1,0,"3",2," nie poleci ostatnia miotła na Wawelu ukryta Może jest wyjście zamiast dyskutować z <font color=\"blue\"> Rosjanami</font> i <s> pisiakami</s>",59202
5950,57018,0,,,3,51,0,0,1,0,"10",2," Ale myślę sobie skoro młodzieży wszechpolskiej tak bardzo zależy na zdrowiu <font color=\"blue\"> gejów</font> to na <s> pewno</s> znajda sposoby by ich wyleczyć",59328
5951,57018,0,,,3,51,0,0,1,0,"10",2," Tak mówią zatroskani losem <font color=\"blue\"> gejów</font>",59329
5952,57018,0,,,3,51,0,0,1,0,"10",2," Ale <font color=\"blue\"> homoseksualiści</font> to takze kobiety <font color=\"blue\"> lesbijki</font>",59330
5953,37150,0,,,3,77,0,0,1,0,"10",2," Moja teoria jest taka <s> Najpierw</s> w kwalifikacjach <font color=\"blue\"> Rosjanie</font> wywolali sztuczny deszcz",59350
5954,37150,0,,,3,77,0,0,1,0,"10",2," <s> Ze</s> tak było mam mocny dowód o serwisie <font color=\"blue\"> Rosjan</font> nikt kompletnie nie pisze",59351
5955,43132,1,,,5,77,1,0,2,0,"10",2," Czemu tak <font color=\"brown\"> nie lubimy</font> <font color=\"blue\"> Rosjan</font>",144118
5956,43132,2,,,5,77,2,0,2,0,"10",2," <s> Za</s> to nienawidzę <font color=\"blue\"> Rosjan</font> Proszę Pana wymordowali mi pół rodziny dziadka i Jego braci oficerów <s> AK</s>",144119
5957,43175,2,,,5,13,2,0,2,0,"2",2," licie bezrobocie jest <s> 12</s> z czego <s> 90</s> tych bezrobotnych pracuje na <font color=\"blue\"> czarnucha</font> pod duzymi miastami gigantyczne osiedla wypasionych domow na drogach <s> 50</s> to <s> 2</s> <s> 3</s> letnie auta czesto z gornej polki",145997
5958,43262,0,,,5,77,0,0,2,0,"3",2," Kremla <s> KGB</s> i innego syfu gnębiącego Rosję i <font color=\"blue\"> Rosjan</font>",156108
5959,43574,2,,,5,51,2,0,2,0,"11",2," myślę z takim to nawet <s> maczo</s> <font color=\"blue\"> gej</font> by się nie przyjaźnił więc co chcesz wymagać od heteryka Forum Militaria i Historia",157740
5960,43594,0,,,5,72,0,0,2,0,"2",2," Ale nie zagnal do ciezkiej pracy <s> samich</s> <font color=\"blue\"> Niemcow</font>",151642
5961,43594,0,,,5,72,0,0,2,1,"10",2," <s> Gdyby</s> naszemu <s> towzarzyszowi</s> Stalinowi dac do dyspozycji taki narod jak <font color=\"blue\"> Niemcy</font>",151643
5962,43594,0,,,5,72,0,0,2,0,"10",2," taka nauke i przemysl jaki mieli <font color=\"blue\"> Niemcy</font> w <s> 1933</s> to Europa zostala by podbita szybciej i skuteczniej niz",151644
5963,43612,2,,,5,77,2,0,2,0,"3",2," JUz w pierwszych dniach po <s> 100410</s> pisałem ze <s> doprawadzi</s> do nowego kryzysu prawdopodobnie porównywalnego do tego po <s> ujawnienianiu</s> <font color=\"blue\"> Rosjan</font> jako katów z Katynia",159539
5964,43694,2,,,5,77,2,0,2,0,"9",2," <s> gt</s> Widzisz Misza ja wiem ze nie <s> wszyscu</s> <font color=\"blue\"> rosjanie</font> <s> sa</s> bandyci",150266
5965,43778,0,,,5,51,0,0,2,1,"11",2," opiekunka usypiala ja roznie poczatkowo na spacerach czasami odkladala do wozka po uspieniu na reku grunt ze mala <s> szczsliwa</s> byla i wyspana zakładanie wątków tego typu to jak próba przekonania <font color=\"blue\"> geja</font> seks z kobietą jest fantastyczny",136040
5966,44074,0,,,5,72,0,0,2,0,"1",2," <s> Re</s> Przeprosić <font color=\"blue\"> Niemców</font> za ofiary po <s> 1945</s>",135754
5967,44074,2,,,5,77,2,0,2,0,"9",2," Tak myślę Hans <s> Ty</s> jesteś jakimś rosyjskim agentem bo <font color=\"blue\"> Niemiec</font> takich głupot by nie wypisywał",135755
5968,40160,0,,,3,72,0,0,1,0,"5",2," Akceptowali to <s> najwybitniejsci</s> spece od Talmudu z <font color=\"blue\"> Niemiec</font> i Polski",59362
5969,40160,0,,,3,71,0,0,1,0,"5",2," Jeżeli tłumaczenie tego wydał <font color=\"blue\"> Żyd</font> będący właścicielem drukarni doskonale wiedząc co wydaje to raczej się z tym zgadzał lub przynajmniej miał zgodę czynników wedle niego miarodajnych w tej kwestii czyli rabina rabinów",59363
5970,44086,0,,,5,77,0,0,2,0,"10",2," <s> Ci</s> nie mieli złudzeń po wcześniejszych rzeziach dokonanych przez nazistów na ludności Związku <font color=\"blue\"> Sowieckiego</font> nie będą mieli <font color=\"brown\"> żadnych szans</font> na przeżycie <s> kiedy</s> na ten teren wkroczą Stalina",152263
5971,40160,0,,,3,71,0,0,1,0,"5",2," goj naród <s> l</s> <s> mn</s> goim określenie pojawiające się wielokrotnie w Torze tłumaczone najczęściej a więc nie zawsze jako narody czyli zwykle nie <font color=\"blue\"> Żydów</font> kogoś spoza narodu Izraela",59364
5972,44086,0,,,5,77,0,0,2,0,"1",2," Mieszkańcy miast ufając w propagandowe zapewnienia hitlerowskich dygnitarzy o zwycięstwie nad <font color=\"blue\"> Sowietami</font> do końca czekali na pociągi ewakuacyjne",152265
5973,40160,0,,,3,71,0,0,1,0,"5",2," <s> W</s> literaturze jak i języku potocznym określenie goj używane bywa przez <font color=\"blue\"> Żydów</font> jako pogardliwe widać słowo obcy naród jest pogardliwe w hebrajskim lub raczej stosowano dziś już nieużywane inne tłumaczenie wobec innych od grup etnicznych narodowościowych i religijnych",59365
5974,44086,1,,,5,77,1,0,2,0,"10",2," Byli nawet <font color=\"blue\"> Rosjanie</font> którzy uciekali przed swoimi",152267
5975,44086,0,,,5,77,0,0,2,0,"10",2," <font color=\"blue\"> Sowieci</font> paradoksalnie z <font color=\"brown\"> największym okrucieństwem</font> traktowali właśnie swoich którzy byli w niewoli",152268
5976,44086,0,,,5,72,0,0,2,0,"10",2," Przejście było o tyle trudne na akwenie <font color=\"blue\"> Niemcy</font> utrzymywali za pomocą lodołamaczy pas czystej wody",152269
5977,73274,0,,,3,71,0,0,1,0,"10",2," Pisarz stawia tezę postawa tego rodzaju dowodzi iż zapasy współczucia częściowo się wyczerpały i <font color=\"blue\"> Żydzi</font> już go <font color=\"brown\"> nie otrzymują</font> za swoje cierpienie w czasie Holokaustu",59387
5978,44086,0,,,5,72,0,0,2,0,"10",2," Nielicznym na pokładach statków udało się dotrzeć morzem do <font color=\"blue\"> Niemiec</font>",152270
5979,73274,0,,,3,71,0,0,1,0,"8",2," Zmieniające się nastawienie wobec <font color=\"blue\"> Żydów</font> sprawia nie są już oni postrzegani jako ofiary tylko jako oprawcy gnębiący Palestyńczyków",59388
5980,44086,0,,,5,77,0,0,2,0,"8",2," Inni uwięzieni na Mierzei Wiślanej i doczekali końca wojny i wkroczenia wojsk <font color=\"blue\"> sowieckich</font>",152271
5981,44086,0,,,5,72,0,0,2,0,"10",2," <s> Ci</s> z mieszkańców niemieckich Prus Wschodnich którzy dostali się na statki ewakuujące cywilów do <font color=\"blue\"> Niemiec</font> również <font color=\"brown\"> nie byli bezpieczni</font>",152272
5982,21841,0,,,3,77,0,0,1,0,"3",2," Wczoraj coś mówili o majstrowaniu <font color=\"blue\"> Rosjan</font> przy czarnej skrzynce na skutek czego jakiś tam fragment nagrania poszedł się je",59441
5983,44086,0,,,5,77,0,0,2,0,"1",2," <s> Ze</s> względu na to na początku wojny <s> niemiecko</s> sowieckiej naziści odmówili respektowania konwencji haskiej <font color=\"blue\"> Sowieci</font> <font color=\"brown\"> bez żadnych oporów</font> atakowali jednostki z uchodźcami cywilnymi na pokładach których znajdowali się także i statki szpitalne",152273
5984,44086,0,,,5,72,0,0,2,0,"1",2," Warto zaznaczyć w nieludzkich warunkach <font color=\"blue\"> Niemcy</font> transportowali drogą morską na Zachód więźniów obozu koncentracyjnego Stutthof",152274
5985,21841,0,,,3,77,0,0,1,0,"3",2," Jeszcze wcześniej jakiś <font color=\"blue\"> rusek</font> w <s> garniaku</s> powiedział każde państwo ma swoje tajemnice i czemu na nich tak naciskamy w <s> s</s> <s> katynia</s> a <s> np</s> angolów w <s> s</s> Sikorskiego nie naciskamy wcale",59442
5986,13132,0,,,3,77,0,0,1,0,"10",2," Dla przeciętnego <font color=\"blue\"> Rosjanina</font> mają znaczenie właśnie chyba Igrzyska Olimpijskie i piłka nożna",59553
5987,44596,0,,,5,72,0,0,2,0,"8",2," <s> Co</s> prawda Stalin organizowal przed wojna <s> niespotykalne</s> w calej historii Rosji wyposazenie Armii czolgami <s> artylleria</s> i samolotami a gdy nasze tchorzliwe kadrowe oficerstwo i generalstwo oddalo to <s> uzrbojenie</s> <font color=\"blue\"> Niemcom</font> to na nowo organizowal uzbrojenie <s> RKKA</s> skutecznym <s> uwzbrojeniem</s> w ogromnych ilosciach",156115
5988,7575,0,,,3,71,0,0,1,0,"11",2," Piszesz bzdury masa <font color=\"blue\"> Żydów</font> była zasymilowana",59563
5989,7575,0,,,3,71,0,0,1,0,"1",2," po wojnie wielu tych co przezyło uważało sie w taki <s> msamym</s> stopniu za <font color=\"blue\"> Zyda</font> co za Polaka",59564
5990,44596,0,,,5,72,0,0,2,0,"8",2," <s> I</s> rosyjski narod z hukiem przegral <s> 1</s> wojne swiatowa oddajac <font color=\"blue\"> Niemcom</font> ogromne tereny i miliony jencow",156116
5991,44596,1,,,5,71,1,0,2,0,"8",2," POtem doborowy rosyjski narod w skladzie kulakow i <s> kazakow</s> na czele z szlachetnym <s> dworjanstwem</s> pod <s> blogoslowienstwem</s> najlepszych <s> popowm</s> majac w <s> sojsznikach</s> <s> 14</s> panstw <font color=\"brown\"> nie potrafil</font> wygrac wojne u jakichs tam <font color=\"blue\"> zydow</font> i <s> wiesniackich</s> pijanych <s> darmojadow</s>",156117
5992,16297,1,,,3,51,1,0,1,0,"11",2," Zawsze mnie bawi jak hetero men mówi za nic nie odwrócę sie tyłem w obecności tego <font color=\"blue\"> geja</font>",59594
5993,44602,0,,,5,77,0,0,2,0,"8",2," <font color=\"blue\"> Rosjanom</font> udało się ją obejść po ucieczce FInów w <s> KArelii</s> i <s> gdyby</s> <font color=\"brown\"> nie kiepskie</font> wyszkolenie dowodzenie i wyposażenie mogli zakończyć tę wojnę już w grudniu",146453
5994,44602,0,,,5,72,0,0,2,0,"8",2," <s> Te</s> działania miały odstraszyć <font color=\"blue\"> Niemców</font> i dać mu czas na przeorganizowanie i doszkolenie wojsk",146454
5995,144747,1,,,3,77,1,0,1,0,"8",2," <s> W</s> <s> 1963</s> takie wyrzucanie granatów to mogli <s> s</s> <s> gt</s> <s> tosowa</s> <s> gt</s> <s> gt</s> zacofani <font color=\"blue\"> ruscy</font> ale nie <s> high</s> <s> tech</s> <s> USA</s>",59637
5996,44602,0,,,5,72,0,0,2,0,"10",2," Zaś wyszkolenie myśliwców <s> WWS</s> pozostawiało dużo do dla <font color=\"blue\"> Niemców</font> byłoby to strzelanie do indyków w sporej mierze",146455
5997,146413,0,,,3,72,0,0,1,0,"2",2," Wegla to <font color=\"blue\"> Niemcy</font> maja bardzo duzo i kiedys mozna bedzie wrocic do jego eksploatacji jak ropy zabraknie",59641
5998,44602,0,,,5,72,0,0,2,0,"10",2," Przy okazji <font color=\"blue\"> Niemcom</font> na lotniskach udało się zniszczyć <s> te</s> maszyny które już <font color=\"brown\"> nie miały szans</font> wystartować uszkodzone lub bez pilotów",146456
5999,146413,0,,,3,72,0,0,1,0,"2",2," Skoncz wiec z opowiadaniem bajek o ubostwie surowcowym <font color=\"blue\"> Niemiec</font>",59643
